Number Index,Name Index,Cluster,Crop,District,Taluka,Gram Panchayat,Notification Level,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1947,4-Isabgul-Kutch-RAPAR-,4,Isabgul,Kutch,RAPAR,,Taluka,"4,840","4,840","4,840","4,840","4,840","4,840","4,840","4,840","4,840","4,840"
1948,4-Rape&Mustard-Kutch-RAPAR-,4,Rape&Mustard,Kutch,RAPAR,,Taluka,"2,740","2,740","2,740","2,740","2,740","2,740","2,740","2,740","2,740","2,740"
1949,3-Gram-Mahisagar-KADANA-,3,Gram,Mahisagar,KADANA,,Taluka,760,760,760,760,760,760,760,760,760,760
1950,3-Gram-Mahisagar-LUNAVADA-,3,Gram,Mahisagar,LUNAVADA,,Taluka,876,876,876,876,876,876,876,876,876,876
1951,3-Gram-Mahisagar-SANTRAMPUR-,3,Gram,Mahisagar,SANTRAMPUR,,Taluka,"4,153","4,153","4,153","4,153","4,153","4,153","4,153","4,153","4,153","4,153"
1952,2-Cumin-Mehsana-BECHRAJI-,2,Cumin,Mehsana,BECHRAJI,,Taluka,295,295,295,295,295,295,295,295,295,295
1953,2-Fennel-Mehsana-BECHRAJI-,2,Fennel,Mehsana,BECHRAJI,,Taluka,575,575,575,575,575,575,575,575,575,575
1954,2-Rape&Mustard-Mehsana-BECHRAJI-,2,Rape&Mustard,Mehsana,BECHRAJI,,Taluka,"1,345","1,345","1,345","1,345","1,345","1,345","1,345","1,345","1,345","1,345"
1955,2-Rape&Mustard-Mehsana-JOTANA-,2,Rape&Mustard,Mehsana,JOTANA,,Taluka,800,800,800,800,800,800,800,800,800,800
1956,2-Cumin-Mehsana-KADI-,2,Cumin,Mehsana,KADI,,Taluka,680,680,680,680,680,680,680,680,680,680
1957,2-Fennel-Mehsana-KADI-,2,Fennel,Mehsana,KADI,,Taluka,"1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005","1,005"
1958,2-Fennel-Mehsana-KHERALU-,2,Fennel,Mehsana,KHERALU,,Taluka,973,973,973,973,973,973,973,973,973,973
1959,2-Rape&Mustard-Mehsana-KHERALU-,2,Rape&Mustard,Mehsana,KHERALU,,Taluka,"3,658","3,658","3,658","3,658","3,658","3,658","3,658","3,658","3,658","3,658"
1960,2-Cumin-Mehsana-MEHSANA-,2,Cumin,Mehsana,MEHSANA,,Taluka,780,780,780,780,780,780,780,780,780,780
1961,2-Fennel-Mehsana-MEHSANA-,2,Fennel,Mehsana,MEHSANA,,Taluka,845,845,845,845,845,845,845,845,845,845
1962,2-Rape&Mustard-Mehsana-MEHSANA-,2,Rape&Mustard,Mehsana,MEHSANA,,Taluka,"3,850","3,850","3,850","3,850","3,850","3,850","3,850","3,850","3,850","3,850"
1963,2-Fennel-Mehsana-UNJHA-,2,Fennel,Mehsana,UNJHA,,Taluka,730,730,730,730,730,730,730,730,730,730
1964,2-Rape&Mustard-Mehsana-UNJHA-,2,Rape&Mustard,Mehsana,UNJHA,,Taluka,"3,800","3,800","3,800","3,800","3,800","3,800","3,800","3,800","3,800","3,800"
1965,2-Fennel-Mehsana-VADNAGAR-,2,Fennel,Mehsana,VADNAGAR,,Taluka,697,697,697,697,697,697,697,697,697,697
1966,2-Rape&Mustard-Mehsana-VADNAGAR-,2,Rape&Mustard,Mehsana,VADNAGAR,,Taluka,"1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207","1,207"
1967,2-Fennel-Mehsana-VIJAPUR-,2,Fennel,Mehsana,VIJAPUR,,Taluka,914,914,914,914,914,914,914,914,914,914
1968,2-Potato-Mehsana-VIJAPUR-,2,Potato,Mehsana,VIJAPUR,,Taluka,"5,989","5,989","5,989","5,989","5,989","5,989","5,989","5,989","5,989","5,989"
1969,2-Fennel-Mehsana-VISNAGAR-,2,Fennel,Mehsana,VISNAGAR,,Taluka,"1,256","1,256","1,256","1,256","1,256","1,256","1,256","1,256","1,256","1,256"
1970,2-Rape&Mustard-Mehsana-VISNAGAR-,2,Rape&Mustard,Mehsana,VISNAGAR,,Taluka,"3,919","3,919","3,919","3,919","3,919","3,919","3,919","3,919","3,919","3,919"
1971,5-Cumin-Morbi-HALVAD-,5,Cumin,Morbi,HALVAD,,Taluka,"10,500","10,500","10,500","10,500","10,500","10,500","10,500","10,500","10,500","10,500"
1972,5-Fennel-Morbi-HALVAD-,5,Fennel,Morbi,HALVAD,,Taluka,"2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150"
1973,5-Garlic-Morbi-HALVAD-,5,Garlic,Morbi,HALVAD,,Taluka,"4,900","4,900","4,900","4,900","4,900","4,900","4,900","4,900","4,900","4,900"
1974,5-Onion-Morbi-HALVAD-,5,Onion,Morbi,HALVAD,,Taluka,"1,455","1,455","1,455","1,455","1,455","1,455","1,455","1,455","1,455","1,455"
1975,5-Rape&Mustard-Morbi-HALVAD-,5,Rape&Mustard,Morbi,HALVAD,,Taluka,250,250,250,250,250,250,250,250,250,250
1976,5-Cumin-Morbi-MORVI-,5,Cumin,Morbi,MORVI,,Taluka,"4,031","4,031","4,031","4,031","4,031","4,031","4,031","4,031","4,031","4,031"
1977,5-Cumin-Morbi-TANKARA-,5,Cumin,Morbi,TANKARA,,Taluka,"2,016","2,016","2,016","2,016","2,016","2,016","2,016","2,016","2,016","2,016"
1978,5-Gram-Morbi-TANKARA-,5,Gram,Morbi,TANKARA,,Taluka,"1,465","1,465","1,465","1,465","1,465","1,465","1,465","1,465","1,465","1,465"
1979,5-Cumin-Morbi-VANKANER-,5,Cumin,Morbi,VANKANER,,Taluka,"1,700","1,700","1,700","1,700","1,700","1,700","1,700","1,700","1,700","1,700"
1980,1-Gram-Navsari-VANSDA-,1,Gram,Navsari,VANSDA,,Taluka,707,707,707,707,707,707,707,707,707,707
1981,2-Gram-Panchamahal-GODHRA-,2,Gram,Panchamahal,GODHRA,,Taluka,526,526,526,526,526,526,526,526,526,526
1982,2-Gram-Panchamahal-MORVA-HADAF-,2,Gram,Panchamahal,MORVA-HADAF,,Taluka,441,441,441,441,441,441,441,441,441,441
1983,5-Cumin-Patan-CHANASMA-,5,Cumin,Patan,CHANASMA,,Taluka,70,70,70,70,70,70,70,70,70,70
1984,5-Fennel-Patan-CHANASMA-,5,Fennel,Patan,CHANASMA,,Taluka,515,515,515,515,515,515,515,515,515,515
1985,5-Rape&Mustard-Patan-CHANASMA-,5,Rape&Mustard,Patan,CHANASMA,,Taluka,"3,940","3,940","3,940","3,940","3,940","3,940","3,940","3,940","3,940","3,940"
1986,5-Cumin-Patan-HARIJ-,5,Cumin,Patan,HARIJ,,Taluka,"1,600","1,600","1,600","1,600","1,600","1,600","1,600","1,600","1,600","1,600"
1987,5-Rape&Mustard-Patan-HARIJ-,5,Rape&Mustard,Patan,HARIJ,,Taluka,"2,200","2,200","2,200","2,200","2,200","2,200","2,200","2,200","2,200","2,200"
1988,5-Rape&Mustard-Patan-PATAN-,5,Rape&Mustard,Patan,PATAN,,Taluka,"6,840","6,840","6,840","6,840","6,840","6,840","6,840","6,840","6,840","6,840"
1989,5-Gram-Patan-RADHANPUR-,5,Gram,Patan,RADHANPUR,,Taluka,"2,450","2,450","2,450","2,450","2,450","2,450","2,450","2,450","2,450","2,450"
1990,5-Rape&Mustard-Patan-RADHANPUR-,5,Rape&Mustard,Patan,RADHANPUR,,Taluka,"2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500"
1991,5-Gram-Patan-SAMI-,5,Gram,Patan,SAMI,,Taluka,"15,420","15,420","15,420","15,420","15,420","15,420","15,420","15,420","15,420","15,420"
1992,5-Rape&Mustard-Patan-SAMI-,5,Rape&Mustard,Patan,SAMI,,Taluka,"1,368","1,368","1,368","1,368","1,368","1,368","1,368","1,368","1,368","1,368"
1993,5-Gram-Patan-SANKHESHWAR-,5,Gram,Patan,SANKHESHWAR,,Taluka,"5,780","5,780","5,780","5,780","5,780","5,780","5,780","5,780","5,780","5,780"
1994,5-Gram-Patan-SANTHALPUR-,5,Gram,Patan,SANTHALPUR,,Taluka,305,305,305,305,305,305,305,305,305,305
1995,5-Rape&Mustard-Patan-SANTHALPUR-,5,Rape&Mustard,Patan,SANTHALPUR,,Taluka,"2,760","2,760","2,760","2,760","2,760","2,760","2,760","2,760","2,760","2,760"
1996,5-Rape&Mustard-Patan-SARASWATI-,5,Rape&Mustard,Patan,SARASWATI,,Taluka,"5,890","5,890","5,890","5,890","5,890","5,890","5,890","5,890","5,890","5,890"
1997,5-Cumin-Patan-SIDHPUR-,5,Cumin,Patan,SIDHPUR,,Taluka,240,240,240,240,240,240,240,240,240,240
1998,5-Fennel-Patan-SIDHPUR-,5,Fennel,Patan,SIDHPUR,,Taluka,605,605,605,605,605,605,605,605,605,605
1999,5-Potato-Patan-SIDHPUR-,5,Potato,Patan,SIDHPUR,,Taluka,490,490,490,490,490,490,490,490,490,490
2000,5-Rape&Mustard-Patan-SIDHPUR-,5,Rape&Mustard,Patan,SIDHPUR,,Taluka,"4,970","4,970","4,970","4,970","4,970","4,970","4,970","4,970","4,970","4,970"
2001,6-Cumin-Porabandar-KUNTIYANA-,6,Cumin,Porabandar,KUNTIYANA,,Taluka,"1,700","1,700","1,700","1,700","1,700","1,700","1,700","1,700","1,700","1,700"
2002,6-Gram-Porabandar-KUNTIYANA-,6,Gram,Porabandar,KUNTIYANA,,Taluka,"5,800","5,800","5,800","5,800","5,800","5,800","5,800","5,800","5,800","5,800"
2003,6-Cumin-Porabandar-PORBANDAR-,6,Cumin,Porabandar,PORBANDAR,,Taluka,"16,713","16,713","16,713","16,713","16,713","16,713","16,713","16,713","16,713","16,713"
2004,6-Gram-Porabandar-PORBANDAR-,6,Gram,Porabandar,PORBANDAR,,Taluka,"13,830","13,830","13,830","13,830","13,830","13,830","13,830","13,830","13,830","13,830"
2005,6-Cumin-Porabandar-RANAVAV-,6,Cumin,Porabandar,RANAVAV,,Taluka,"3,100","3,100","3,100","3,100","3,100","3,100","3,100","3,100","3,100","3,100"
2006,6-Gram-Porabandar-RANAVAV-,6,Gram,Porabandar,RANAVAV,,Taluka,210,210,210,210,210,210,210,210,210,210
2007,1-Cumin-Rajkot-DHORAJI-,1,Cumin,Rajkot,DHORAJI,,Taluka,470,470,470,470,470,470,470,470,470,470
2008,1-Cumin-Rajkot-GONDAL-,1,Cumin,Rajkot,GONDAL,,Taluka,"2,110","2,110","2,110","2,110","2,110","2,110","2,110","2,110","2,110","2,110"
2009,1-Garlic-Rajkot-GONDAL-,1,Garlic,Rajkot,GONDAL,,Taluka,579,579,579,579,579,579,579,579,579,579
2010,1-Gram-Rajkot-GONDAL-,1,Gram,Rajkot,GONDAL,,Taluka,"2,697","2,697","2,697","2,697","2,697","2,697","2,697","2,697","2,697","2,697"
2011,1-Onion-Rajkot-GONDAL-,1,Onion,Rajkot,GONDAL,,Taluka,545,545,545,545,545,545,545,545,545,545
2012,1-Cumin-Rajkot-JAMKANDORNA-,1,Cumin,Rajkot,JAMKANDORNA,,Taluka,996,996,996,996,996,996,996,996,996,996
2013,1-Cumin-Rajkot-JASDAN-,1,Cumin,Rajkot,JASDAN,,Taluka,"9,363","9,363","9,363","9,363","9,363","9,363","9,363","9,363","9,363","9,363"
2014,1-Cumin-Rajkot-JETPUR-,1,Cumin,Rajkot,JETPUR,,Taluka,532,532,532,532,532,532,532,532,532,532
2015,1-Garlic-Rajkot-JETPUR-,1,Garlic,Rajkot,JETPUR,,Taluka,441,441,441,441,441,441,441,441,441,441
2016,1-Onion-Rajkot-JETPUR-,1,Onion,Rajkot,JETPUR,,Taluka,370,370,370,370,370,370,370,370,370,370
2017,1-Cumin-Rajkot-KOTDA SAGANI-,1,Cumin,Rajkot,KOTDA SAGANI,,Taluka,420,420,420,420,420,420,420,420,420,420
2018,1-Garlic-Rajkot-KOTDA SAGANI-,1,Garlic,Rajkot,KOTDA SAGANI,,Taluka,269,269,269,269,269,269,269,269,269,269
2019,1-Gram-Rajkot-KOTDA SAGANI-,1,Gram,Rajkot,KOTDA SAGANI,,Taluka,411,411,411,411,411,411,411,411,411,411
2020,1-Cumin-Rajkot-PADADHARI-,1,Cumin,Rajkot,PADADHARI,,Taluka,"4,740","4,740","4,740","4,740","4,740","4,740","4,740","4,740","4,740","4,740"
2021,1-Garlic-Rajkot-PADADHARI-,1,Garlic,Rajkot,PADADHARI,,Taluka,351,351,351,351,351,351,351,351,351,351
2022,1-Gram-Rajkot-PADADHARI-,1,Gram,Rajkot,PADADHARI,,Taluka,"5,784","5,784","5,784","5,784","5,784","5,784","5,784","5,784","5,784","5,784"
2023,1-Cumin-Rajkot-RAJKOT-,1,Cumin,Rajkot,RAJKOT,,Taluka,"1,668","1,668","1,668","1,668","1,668","1,668","1,668","1,668","1,668","1,668"
2024,1-Gram-Rajkot-RAJKOT-,1,Gram,Rajkot,RAJKOT,,Taluka,"1,991","1,991","1,991","1,991","1,991","1,991","1,991","1,991","1,991","1,991"
2025,1-Onion-Rajkot-RAJKOT-,1,Onion,Rajkot,RAJKOT,,Taluka,444,444,444,444,444,444,444,444,444,444
2026,1-Cumin-Rajkot-UPLATA-,1,Cumin,Rajkot,UPLATA,,Taluka,650,650,650,650,650,650,650,650,650,650
2027,4-Potato-Sabarkanta-HIMATNAGAR-,4,Potato,Sabarkanta,HIMATNAGAR,,Taluka,"1,267","1,267","1,267","1,267","1,267","1,267","1,267","1,267","1,267","1,267"
2028,4-Potato-Sabarkanta-IDAR-,4,Potato,Sabarkanta,IDAR,,Taluka,"2,012","2,012","2,012","2,012","2,012","2,012","2,012","2,012","2,012","2,012"
2029,4-Potato-Sabarkanta-KHEDBRAHMA-,4,Potato,Sabarkanta,KHEDBRAHMA,,Taluka,354,354,354,354,354,354,354,354,354,354
2030,4-Potato-Sabarkanta-PRANTIJ-,4,Potato,Sabarkanta,PRANTIJ,,Taluka,"1,094","1,094","1,094","1,094","1,094","1,094","1,094","1,094","1,094","1,094"
2031,4-Potato-Sabarkanta-TALOD-,4,Potato,Sabarkanta,TALOD,,Taluka,"2,599","2,599","2,599","2,599","2,599","2,599","2,599","2,599","2,599","2,599"
2032,4-Potato-Sabarkanta-VADALI-,4,Potato,Sabarkanta,VADALI,,Taluka,544,544,544,544,544,544,544,544,544,544
2033,5-Cumin-Surendranagar-CHOTILA-,5,Cumin,Surendranagar,CHOTILA,,Taluka,"2,106","2,106","2,106","2,106","2,106","2,106","2,106","2,106","2,106","2,106"
2034,5-Cumin-Surendranagar-CHUDA-,5,Cumin,Surendranagar,CHUDA,,Taluka,900,900,900,900,900,900,900,900,900,900
2035,5-Fennel-Surendranagar-DASADA-,5,Fennel,Surendranagar,DASADA,,Taluka,10,10,10,10,10,10,10,10,10,10
2036,5-Gram-Surendranagar-DASADA-,5,Gram,Surendranagar,DASADA,,Taluka,"2,160","2,160","2,160","2,160","2,160","2,160","2,160","2,160","2,160","2,160"
2037,5-Cumin-Surendranagar-DHANGADHRA-,5,Cumin,Surendranagar,DHANGADHRA,,Taluka,"37,985","37,985","37,985","37,985","37,985","37,985","37,985","37,985","37,985","37,985"
2038,5-Fennel-Surendranagar-DHANGADHRA-,5,Fennel,Surendranagar,DHANGADHRA,,Taluka,"4,690","4,690","4,690","4,690","4,690","4,690","4,690","4,690","4,690","4,690"
2039,5-Gram-Surendranagar-DHANGADHRA-,5,Gram,Surendranagar,DHANGADHRA,,Taluka,"1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331","1,331"
2040,5-Onion-Surendranagar-DHANGADHRA-,5,Onion,Surendranagar,DHANGADHRA,,Taluka,370,370,370,370,370,370,370,370,370,370
2041,5-Gram-Surendranagar-LAKHTAR-,5,Gram,Surendranagar,LAKHTAR,,Taluka,220,220,220,220,220,220,220,220,220,220
2042,5-Cumin-Surendranagar-LIMDI-,5,Cumin,Surendranagar,LIMDI,,Taluka,"5,500","5,500","5,500","5,500","5,500","5,500","5,500","5,500","5,500","5,500"
2043,5-Gram-Surendranagar-LIMDI-,5,Gram,Surendranagar,LIMDI,,Taluka,"10,800","10,800","10,800","10,800","10,800","10,800","10,800","10,800","10,800","10,800"
2044,5-Isabgul-Surendranagar-LIMDI-,5,Isabgul,Surendranagar,LIMDI,,Taluka,400,400,400,400,400,400,400,400,400,400
2045,5-Cumin-Surendranagar-MULI-,5,Cumin,Surendranagar,MULI,,Taluka,"3,650","3,650","3,650","3,650","3,650","3,650","3,650","3,650","3,650","3,650"
2046,5-Cumin-Surendranagar-SAYLA-,5,Cumin,Surendranagar,SAYLA,,Taluka,"1,142","1,142","1,142","1,142","1,142","1,142","1,142","1,142","1,142","1,142"
2047,5-Cumin-Surendranagar-THANGADH-,5,Cumin,Surendranagar,THANGADH,,Taluka,"1,310","1,310","1,310","1,310","1,310","1,310","1,310","1,310","1,310","1,310"
2048,1-Gram-Tapi-NIZAR-,1,Gram,Tapi,NIZAR,,Taluka,"1,192","1,192","1,192","1,192","1,192","1,192","1,192","1,192","1,192","1,192"
2049,1-Gram-Tapi-SONGADH-,1,Gram,Tapi,SONGADH,,Taluka,"1,403","1,403","1,403","1,403","1,403","1,403","1,403","1,403","1,403","1,403"
2050,1-Gram-Tapi-UCCHAL-,1,Gram,Tapi,UCCHAL,,Taluka,85,85,85,85,85,85,85,85,85,85
2051,1-Gram-Valsad-DHARAMPUR-,1,Gram,Valsad,DHARAMPUR,,Taluka,290,290,290,290,290,290,290,290,290,290
2052,1-Gram-Valsad-KAPRADA-,1,Gram,Valsad,KAPRADA,,Taluka,280,280,280,280,280,280,280,280,280,280
2053,5-Rape&Mustard-Banaskantha-THARAD-KASAVI,5,Rape&Mustard,Banaskantha,THARAD,KASAVI,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2054,5-Rape&Mustard-Banaskantha-THARAD-RADAKA,5,Rape&Mustard,Banaskantha,THARAD,RADAKA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2055,5-Rape&Mustard-Banaskantha-THARAD-AANTAROL,5,Rape&Mustard,Banaskantha,THARAD,AANTAROL,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2056,5-Rape&Mustard-Banaskantha-THARAD-RANESARI,5,Rape&Mustard,Banaskantha,THARAD,RANESARI,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2057,5-Rape&Mustard-Banaskantha-THARAD-SERAU,5,Rape&Mustard,Banaskantha,THARAD,SERAU,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2058,5-Rape&Mustard-Banaskantha-THARAD-VALADAR,5,Rape&Mustard,Banaskantha,THARAD,VALADAR,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2059,5-Rape&Mustard-Banaskantha-THARAD-NAROLI,5,Rape&Mustard,Banaskantha,THARAD,NAROLI,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2060,5-Rape&Mustard-Banaskantha-THARAD-VADHASAN,5,Rape&Mustard,Banaskantha,THARAD,VADHASAN,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2061,5-Rape&Mustard-Banaskantha-THARAD-VATDAU,5,Rape&Mustard,Banaskantha,THARAD,VATDAU,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2062,5-Rape&Mustard-Banaskantha-THARAD-KHODA,5,Rape&Mustard,Banaskantha,THARAD,KHODA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2063,5-Rape&Mustard-Banaskantha-THARAD-VARA,5,Rape&Mustard,Banaskantha,THARAD,VARA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2064,5-Rape&Mustard-Banaskantha-THARAD-KHARAKHODA,5,Rape&Mustard,Banaskantha,THARAD,KHARAKHODA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2065,5-Rape&Mustard-Banaskantha-THARAD-MIYAL,5,Rape&Mustard,Banaskantha,THARAD,MIYAL,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2066,5-Rape&Mustard-Banaskantha-THARAD-MOTA MESARA,5,Rape&Mustard,Banaskantha,THARAD,MOTA MESARA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2067,5-Rape&Mustard-Banaskantha-THARAD-NANA MESARA,5,Rape&Mustard,Banaskantha,THARAD,NANA MESARA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2068,5-Rape&Mustard-Banaskantha-THARAD-KARBUN,5,Rape&Mustard,Banaskantha,THARAD,KARBUN,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2069,5-Rape&Mustard-Banaskantha-THARAD-AJAVADA,5,Rape&Mustard,Banaskantha,THARAD,AJAVADA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2070,5-Rape&Mustard-Banaskantha-THARAD-RAMPURA,5,Rape&Mustard,Banaskantha,THARAD,RAMPURA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2071,5-Rape&Mustard-Banaskantha-THARAD-GADASISAR,5,Rape&Mustard,Banaskantha,THARAD,GADASISAR,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2072,5-Rape&Mustard-Banaskantha-THARAD-JAMPUR,5,Rape&Mustard,Banaskantha,THARAD,JAMPUR,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2073,5-Rape&Mustard-Banaskantha-THARAD-SAVPURA,5,Rape&Mustard,Banaskantha,THARAD,SAVPURA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2074,5-Rape&Mustard-Banaskantha-THARAD-BHAPI,5,Rape&Mustard,Banaskantha,THARAD,BHAPI,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2075,5-Rape&Mustard-Banaskantha-THARAD-PILUDA,5,Rape&Mustard,Banaskantha,THARAD,PILUDA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2076,5-Rape&Mustard-Banaskantha-THARAD-DANTIYA,5,Rape&Mustard,Banaskantha,THARAD,DANTIYA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2077,5-Rape&Mustard-Banaskantha-THARAD-KESARGAM,5,Rape&Mustard,Banaskantha,THARAD,KESARGAM,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2078,5-Rape&Mustard-Banaskantha-THARAD-DIPADA,5,Rape&Mustard,Banaskantha,THARAD,DIPADA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2079,5-Rape&Mustard-Banaskantha-THARAD-BEVATA,5,Rape&Mustard,Banaskantha,THARAD,BEVATA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2080,5-Rape&Mustard-Banaskantha-THARAD-MORTHAL,5,Rape&Mustard,Banaskantha,THARAD,MORTHAL,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2081,5-Rape&Mustard-Banaskantha-THARAD-LUVANA,5,Rape&Mustard,Banaskantha,THARAD,LUVANA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2082,5-Rape&Mustard-Banaskantha-THARAD-BHURIYA,5,Rape&Mustard,Banaskantha,THARAD,BHURIYA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2083,5-Rape&Mustard-Banaskantha-THARAD-LODHANOR,5,Rape&Mustard,Banaskantha,THARAD,LODHANOR,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2084,5-Rape&Mustard-Banaskantha-THARAD-MANGAROL,5,Rape&Mustard,Banaskantha,THARAD,MANGAROL,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2085,5-Rape&Mustard-Banaskantha-THARAD-GANESHPURA,5,Rape&Mustard,Banaskantha,THARAD,GANESHPURA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2086,5-Rape&Mustard-Banaskantha-THARAD-BHOROL,5,Rape&Mustard,Banaskantha,THARAD,BHOROL,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2087,5-Rape&Mustard-Banaskantha-THARAD-LORVADA,5,Rape&Mustard,Banaskantha,THARAD,LORVADA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2088,5-Rape&Mustard-Banaskantha-THARAD-VAMI,5,Rape&Mustard,Banaskantha,THARAD,VAMI,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2089,5-Rape&Mustard-Banaskantha-THARAD-DUDHAVA,5,Rape&Mustard,Banaskantha,THARAD,DUDHAVA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2090,5-Rape&Mustard-Banaskantha-THARAD-DIDARADA,5,Rape&Mustard,Banaskantha,THARAD,DIDARADA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2091,5-Rape&Mustard-Banaskantha-THARAD-KAMALI,5,Rape&Mustard,Banaskantha,THARAD,KAMALI,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2092,5-Rape&Mustard-Banaskantha-THARAD-CHANGADA,5,Rape&Mustard,Banaskantha,THARAD,CHANGADA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2093,5-Rape&Mustard-Banaskantha-THARAD-LAKHAPURA,5,Rape&Mustard,Banaskantha,THARAD,LAKHAPURA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2094,5-Rape&Mustard-Banaskantha-THARAD-THARA,5,Rape&Mustard,Banaskantha,THARAD,THARA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2095,5-Rape&Mustard-Banaskantha-THARAD-KIYAL,5,Rape&Mustard,Banaskantha,THARAD,KIYAL,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2096,5-Rape&Mustard-Banaskantha-THARAD-DEDUVA,5,Rape&Mustard,Banaskantha,THARAD,DEDUVA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2097,5-Rape&Mustard-Banaskantha-THARAD-DUVA,5,Rape&Mustard,Banaskantha,THARAD,DUVA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2098,5-Rape&Mustard-Banaskantha-THARAD-PAVADASAN,5,Rape&Mustard,Banaskantha,THARAD,PAVADASAN,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2099,5-Rape&Mustard-Banaskantha-THARAD-ARANTAVA,5,Rape&Mustard,Banaskantha,THARAD,ARANTAVA,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
2100,5-Rape&Mustard-Banaskantha-THARAD-RAH,5,Rape&Mustard,Banaskantha,THARAD,RAH,GP,"43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900","43,900"
